project_id,ministry,sector,state,region,implementing_agency,project_type,original_cost_cr,planned_duration_months,project_age_months,duration_elapsed_ratio,cumulative_expenditure_cr,physical_progress_pct,interim_financial_progress_pct,progress_decoupling_gap,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class
PRJ-SYN-001331,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Karnataka,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,2240.8,70,58,0.6233,2482.91,70.29,110.8,18.36,10,6,7,0,0.7,LAND_ACQUISITION,23,24.99,CRITICAL
PRJ-SYN-001332,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Madhya Pradesh,Central,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,400.55,42,31,0.5337,305.07,61.38,76.16,1.95,10,5,6,0,0.6,NONE,16,20.26,MODERATE
PRJ-SYN-001333,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Corridor Modernization,605.33,57,78,1.0,696.75,100.0,115.1,-1.61,10,10,9,0,0.9,DESIGN_CHANGE,10,16.99,MODERATE
PRJ-SYN-001334,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,415.08,40,68,1.0,453.19,100.0,109.18,-1.1,10,10,9,0,0.9,INTERDEPARTMENTAL_DEPENDENCY,6,10.4,LOW
PRJ-SYN-001335,Ministry of Housing & Urban Affairs,Urban Transit,West Bengal,East,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,1220.83,47,63,1.0,1327.41,100.0,108.73,-0.71,10,10,10,0,1.0,NONE,10,9.51,LOW
PRJ-SYN-001336,Ministry of Power,Power,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,333.26,47,85,1.0,432.76,100.0,129.86,-0.02,10,10,10,0,1.0,FOREST_CLEARANCE,20,29.88,HIGH
PRJ-SYN-001337,Ministry of Civil Aviation,Civil Aviation,Uttar Pradesh,North,Airports Authority of India (AAI),Strategic Interconnection,868.96,37,71,1.0,918.32,100.0,105.68,-2.78,10,10,8,0,0.8,NONE,7,8.7,LOW
PRJ-SYN-001338,Ministry of Jal Shakti,Water Resources,Madhya Pradesh,Central,National Water Development Agency,Strategic Interconnection,2662.66,71,64,0.6269,2612.78,70.36,98.13,7.51,10,6,7,0,0.7,CONTRACTOR,31,26.01,CRITICAL
PRJ-SYN-001339,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,850.83,66,55,0.7631,764.47,87.47,89.85,0.97,10,8,7,1,0.7,NONE,6,1.6,LOW
PRJ-SYN-001340,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Madhya Pradesh,Central,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,699.03,42,41,0.9312,611.03,97.18,87.41,-9.77,10,9,4,0,0.4,NONE,2,0.0,LOW
PRJ-SYN-001341,Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,528.6,26,50,1.0,670.67,100.0,126.88,-1.98,10,10,9,0,0.9,CONTRACTOR,12,29.44,HIGH
PRJ-SYN-001342,Ministry of Power,Power,Rajasthan,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,610.68,33,30,0.7482,562.81,83.2,92.16,0.48,10,7,6,0,0.6,NONE,7,10.13,LOW
PRJ-SYN-001343,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,231.23,50,47,0.7114,209.08,81.23,90.42,-7.04,10,7,8,0,0.8,PROCUREMENT,16,21.87,MODERATE
PRJ-SYN-001344,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Corridor Modernization,411.08,28,81,1.0,529.15,100.0,128.72,-0.88,10,10,10,0,1.0,LAND_ACQUISITION,12,29.86,MODERATE
PRJ-SYN-001345,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,282.83,33,93,1.0,314.31,100.0,111.13,-2.17,10,10,8,0,0.8,LAND_ACQUISITION,5,13.59,LOW
PRJ-SYN-001346,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,2036.21,65,84,0.9328,2259.16,89.07,110.95,-1.63,10,8,9,0,0.9,LEGAL_DISPUTE,25,26.89,CRITICAL
PRJ-SYN-001347,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,428.86,36,29,0.7824,385.33,89.47,89.85,-0.09,10,8,0,0,0.0,NONE,1,0.53,LOW
PRJ-SYN-001348,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Greenfield Construction,1638.78,67,77,0.8276,1939.04,89.0,118.32,4.6,10,8,9,0,0.9,LAND_ACQUISITION,26,26.41,CRITICAL
PRJ-SYN-001349,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Corridor Modernization,866.99,34,59,1.0,992.56,100.0,114.48,-2.8,10,10,10,0,1.0,CONTRACTOR,9,17.78,MODERATE
PRJ-SYN-001350,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,5532.01,70,72,0.7122,5545.09,77.67,100.24,0.11,10,7,8,0,0.8,LEGAL_DISPUTE,31,28.88,CRITICAL
PRJ-SYN-001351,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,4482.77,49,94,1.0,5552.36,100.0,123.86,-2.92,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,20,27.59,HIGH
PRJ-SYN-001352,Ministry of Road Transport & Highways,Roads & Highways,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,1313.3,47,94,1.0,1402.3,100.0,106.78,-0.57,10,10,7,0,0.7,PROCUREMENT,4,7.39,LOW
PRJ-SYN-001353,Ministry of Road Transport & Highways,Roads & Highways,Jharkhand,East,National Highways Authority of India (NHAI),Greenfield Construction,406.77,40,62,1.0,430.89,100.0,105.93,-1.74,10,10,8,0,0.8,NONE,5,7.8,LOW
PRJ-SYN-001354,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,994.19,63,88,0.9456,1298.84,94.98,130.64,3.02,10,9,10,0,1.0,LAND_ACQUISITION,30,33.31,CRITICAL
PRJ-SYN-001355,Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,150.0,57,37,0.4452,107.98,44.53,71.99,10.17,10,4,5,0,0.5,LAND_ACQUISITION,26,31.61,CRITICAL
PRJ-SYN-001356,Ministry of Jal Shakti,Water Resources,West Bengal,East,National Water Development Agency,Corridor Modernization,1727.67,28,94,1.0,2072.65,100.0,119.97,-1.63,10,10,8,0,0.8,LEGAL_DISPUTE,7,21.96,MODERATE
PRJ-SYN-001357,Ministry of Coal,Coal Infrastructure,Telangana,South,Coal Infrastructure PSU,Capacity Augmentation / 6-Laning,1944.55,65,33,0.4123,1135.14,47.11,58.38,5.68,10,4,5,0,0.5,NONE,15,10.59,MODERATE
PRJ-SYN-001358,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1969.56,54,57,0.9994,1690.85,94.09,85.85,-13.12,10,8,5,1,0.5,NONE,3,6.03,LOW
PRJ-SYN-001359,Ministry of Jal Shakti,Water Resources,Andhra Pradesh,South,National Water Development Agency,Greenfield Construction,625.35,68,75,0.903,730.57,93.17,116.83,4.83,10,8,9,0,0.9,FOREST_CLEARANCE,15,19.21,MODERATE
PRJ-SYN-001360,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Corridor Modernization,1328.0,57,56,0.9025,1321.26,95.92,99.49,-0.65,10,9,7,1,0.7,NONE,5,4.43,LOW
PRJ-SYN-001361,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,353.56,61,96,1.0,380.04,100.0,107.49,-1.58,10,10,8,0,0.8,NONE,7,9.22,LOW
PRJ-SYN-001362,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Greenfield Construction,318.67,24,98,1.0,342.13,100.0,107.36,-2.97,10,10,8,0,0.8,NONE,4,10.65,LOW
PRJ-SYN-001363,Ministry of Housing & Urban Affairs,Urban Transit,Odisha,East,Metro Rail Infrastructure SPV,Corridor Modernization,3490.34,28,52,1.0,4530.39,100.0,129.8,-1.71,10,10,9,0,0.9,LAND_ACQUISITION,14,32.05,HIGH
PRJ-SYN-001364,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,4547.79,66,84,1.0,5396.35,100.0,118.66,-2.09,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,16,21.19,MODERATE
PRJ-SYN-001365,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1219.04,24,51,1.0,1223.96,100.0,100.4,-0.83,10,10,0,0,0.0,NONE,1,1.24,LOW
PRJ-SYN-001366,Ministry of Jal Shakti,Water Resources,Andhra Pradesh,South,National Water Development Agency,Capacity Augmentation / 6-Laning,1319.55,47,69,1.0,1669.68,100.0,126.53,-1.12,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,19,27.97,HIGH
PRJ-SYN-001367,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,280.85,46,86,1.0,347.0,100.0,123.55,-1.51,10,10,10,0,1.0,FOREST_CLEARANCE,17,25.45,HIGH
PRJ-SYN-001368,Ministry of Power,Power,Andhra Pradesh,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,2521.49,65,95,1.0,2997.48,100.0,118.88,-0.54,10,10,10,0,1.0,LAND_ACQUISITION,18,19.52,MODERATE
PRJ-SYN-001369,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Madhya Pradesh,Central,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,1879.74,41,62,1.0,1958.04,100.0,104.17,-1.15,10,10,9,0,0.9,NONE,6,5.38,LOW
PRJ-SYN-001370,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,740.21,29,35,0.945,863.6,95.11,116.67,2.89,10,9,9,0,0.9,ENVIRONMENTAL_CLEARANCE,8,19.05,MODERATE
PRJ-SYN-001371,Ministry of Power,Power,Bihar,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,2375.35,46,81,1.0,2697.95,100.0,113.58,-1.89,10,10,9,0,0.9,CONTRACTOR,12,15.77,MODERATE
PRJ-SYN-001372,Ministry of Railways,Railways,West Bengal,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,771.93,49,68,0.9852,896.82,91.61,116.18,-2.17,10,8,9,0,0.9,LAND_ACQUISITION,20,29.9,HIGH
PRJ-SYN-001373,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1601.09,59,36,0.553,1105.41,63.06,69.04,0.47,10,6,5,1,0.5,NONE,6,8.68,LOW
PRJ-SYN-001374,Ministry of Road Transport & Highways,Roads & Highways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,745.95,52,94,1.0,889.37,100.0,119.23,-1.58,10,10,9,0,0.9,LAND_ACQUISITION,14,21.14,MODERATE
PRJ-SYN-001375,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,150.0,35,49,1.0,153.94,100.0,102.63,-1.73,10,10,0,0,0.0,NONE,0,4.43,LOW
PRJ-SYN-001376,Ministry of Road Transport & Highways,Roads & Highways,Chhattisgarh,Central,National Highways Authority of India (NHAI),Greenfield Construction,1592.56,52,96,1.0,1738.38,100.0,109.16,-2.71,10,10,9,0,0.9,NONE,10,12.2,MODERATE
PRJ-SYN-001377,Ministry of Railways,Railways,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,150.0,44,59,1.0,169.97,100.0,113.31,-2.27,10,10,10,0,1.0,NONE,11,15.94,MODERATE
PRJ-SYN-001378,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,216.85,32,28,0.6079,240.34,71.37,110.83,12.61,10,6,7,0,0.7,LAND_ACQUISITION,14,31.97,HIGH
PRJ-SYN-001379,Ministry of Housing & Urban Affairs,Urban Transit,Madhya Pradesh,Central,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,5991.87,60,60,0.9084,5403.49,91.12,90.18,-2.8,10,8,7,1,0.7,NONE,6,2.11,LOW
PRJ-SYN-001380,Ministry of Railways,Railways,Uttar Pradesh,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,520.04,56,42,0.6552,443.15,74.24,85.21,2.85,10,7,7,0,0.7,NONE,8,10.54,LOW
PRJ-SYN-001381,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Greenfield Construction,2391.55,25,55,1.0,2337.04,100.0,97.72,-2.28,10,10,0,0,0.0,NONE,0,0.0,LOW
PRJ-SYN-001382,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,1950.83,55,74,0.9607,2422.67,91.92,124.19,4.19,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,22,29.21,CRITICAL
PRJ-SYN-001383,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,9957.21,32,60,1.0,10655.02,100.0,107.01,-2.46,10,10,9,0,0.9,NONE,7,9.71,LOW
PRJ-SYN-001384,Ministry of Coal,Coal Infrastructure,Karnataka,South,Coal Infrastructure PSU,Rehabilitation & Upgradation,2283.41,67,74,0.7322,2802.5,81.97,122.73,10.7,10,7,8,0,0.8,LAND_ACQUISITION,34,32.44,CRITICAL
PRJ-SYN-001385,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,2465.49,57,45,0.789,2282.37,86.95,92.57,0.15,10,8,0,0,0.0,UTILITY_SHIFTING,0,6.28,LOW
PRJ-SYN-001386,Ministry of Power,Power,Jharkhand,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,594.4,46,67,1.0,646.58,100.0,108.78,-2.23,10,10,9,0,0.9,NONE,8,11.26,LOW
PRJ-SYN-001387,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Greenfield Construction,4411.61,67,37,0.5434,3114.79,62.21,70.6,5.2,10,5,0,0,0.0,NONE,1,4.74,LOW
PRJ-SYN-001388,Ministry of Power,Power,Assam,Northeast,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,1540.28,33,94,1.0,1900.14,100.0,123.36,-0.22,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,10,23.63,MODERATE
PRJ-SYN-001389,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,589.86,53,53,0.8823,600.5,90.59,101.8,3.41,10,8,8,0,0.8,UTILITY_SHIFTING,7,8.3,LOW
PRJ-SYN-001390,Ministry of Power,Power,Karnataka,South,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,698.94,35,56,1.0,682.76,100.0,97.69,-2.85,10,10,7,0,0.7,NONE,2,0.55,LOW
PRJ-SYN-001391,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Corridor Modernization,299.78,57,83,0.9649,364.94,91.12,121.74,-1.0,10,8,9,0,0.9,LAND_ACQUISITION,29,35.09,CRITICAL
PRJ-SYN-001392,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,1864.29,31,98,1.0,1957.03,100.0,104.97,-0.38,10,10,6,0,0.6,NONE,3,5.37,LOW
PRJ-SYN-001393,Ministry of Railways,Railways,Rajasthan,North,Railway Infrastructure Board / DFCCIL,Corridor Modernization,609.26,28,35,0.945,683.71,96.06,112.22,1.94,10,9,9,0,0.9,NONE,9,14.51,MODERATE
PRJ-SYN-001394,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,1395.91,60,34,0.4195,721.6,45.99,51.69,-4.23,10,4,5,0,0.5,FOREST_CLEARANCE,21,23.8,MODERATE
PRJ-SYN-001395,Ministry of Coal,Coal Infrastructure,Odisha,East,Coal Infrastructure PSU,Greenfield Construction,563.67,39,61,1.0,684.6,100.0,121.45,-2.46,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,15,24.51,HIGH
PRJ-SYN-001396,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,419.46,28,38,1.0,479.16,100.0,114.23,-1.47,10,10,9,0,0.9,UTILITY_SHIFTING,8,15.94,MODERATE
PRJ-SYN-001397,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,2427.07,53,68,1.0,2617.66,100.0,107.85,-0.31,10,10,10,0,1.0,NONE,12,8.19,LOW
PRJ-SYN-001398,Ministry of Railways,Railways,Telangana,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,2241.17,54,39,0.6086,1817.84,70.43,81.11,3.2,10,6,7,0,0.7,UTILITY_SHIFTING,10,10.16,LOW
PRJ-SYN-001399,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,266.7,46,31,0.4833,145.76,47.57,54.65,-3.72,10,4,5,0,0.5,LAND_ACQUISITION,18,24.63,MODERATE
PRJ-SYN-001400,Ministry of Civil Aviation,Civil Aviation,Andhra Pradesh,South,Airports Authority of India (AAI),Strategic Interconnection,256.32,34,80,1.0,317.08,100.0,123.7,-3.0,10,10,10,0,1.0,LAND_ACQUISITION,14,27.53,HIGH
PRJ-SYN-001401,Ministry of Road Transport & Highways,Roads & Highways,Odisha,East,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,851.01,50,75,1.0,945.26,100.0,111.08,-0.33,10,10,9,0,0.9,NONE,9,11.44,LOW
PRJ-SYN-001402,Ministry of Power,Power,Maharashtra,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Rehabilitation & Upgradation,779.24,56,46,0.5815,799.8,69.83,102.64,10.35,10,6,7,0,0.7,ENVIRONMENTAL_CLEARANCE,23,28.01,HIGH
PRJ-SYN-001403,Ministry of Road Transport & Highways,Roads & Highways,Assam,Northeast,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,449.14,26,58,1.0,474.74,100.0,105.7,-1.8,10,10,8,0,0.8,NONE,3,7.64,LOW
PRJ-SYN-001404,Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1213.06,71,54,0.5678,974.6,67.83,80.34,-1.1,10,6,7,0,0.7,PROCUREMENT,24,20.4,HIGH
PRJ-SYN-001405,Ministry of Road Transport & Highways,Roads & Highways,Gujarat,West,National Highways Authority of India (NHAI),Strategic Interconnection,296.85,24,69,1.0,312.02,100.0,105.11,-1.82,10,10,9,0,0.9,NONE,4,7.06,LOW
PRJ-SYN-001406,Ministry of Civil Aviation,Civil Aviation,Assam,Northeast,Airports Authority of India (AAI),Capacity Augmentation / 6-Laning,366.87,28,47,1.0,438.91,100.0,119.64,-1.44,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,9,21.38,MODERATE
PRJ-SYN-001407,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,West Bengal,East,Gas & Oil Infrastructure Authority (GAIL/IOCL),Strategic Interconnection,952.65,58,51,0.6062,833.56,69.01,87.5,0.16,10,6,7,0,0.7,DESIGN_CHANGE,26,26.5,HIGH
PRJ-SYN-001408,Ministry of Road Transport & Highways,Roads & Highways,West Bengal,East,National Highways Authority of India (NHAI),Strategic Interconnection,1793.25,33,77,1.0,2049.2,100.0,114.27,-2.62,10,10,9,0,0.9,FOREST_CLEARANCE,5,17.35,LOW
PRJ-SYN-001409,Ministry of Railways,Railways,Madhya Pradesh,Central,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,1099.02,63,75,1.0,1077.9,100.0,98.08,-1.92,10,10,5,0,0.5,NONE,2,0.0,LOW
PRJ-SYN-001410,Ministry of Road Transport & Highways,Roads & Highways,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,575.65,49,29,0.4989,344.24,55.65,59.8,-1.29,10,5,5,0,0.5,NONE,9,10.01,LOW
PRJ-SYN-001411,Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,920.48,24,77,1.0,1194.27,100.0,129.74,-0.42,10,10,10,0,1.0,LAND_ACQUISITION,9,30.29,MODERATE
PRJ-SYN-001412,Ministry of Jal Shakti,Water Resources,Chhattisgarh,Central,National Water Development Agency,Strategic Interconnection,1134.59,32,37,0.9991,1185.05,94.74,104.45,2.3,10,9,7,1,0.7,NONE,5,7.63,LOW
PRJ-SYN-001413,Ministry of Housing & Urban Affairs,Urban Transit,Uttar Pradesh,North,Metro Rail Infrastructure SPV,Capacity Augmentation / 6-Laning,1257.83,69,38,0.4035,640.43,38.69,50.92,2.89,10,3,4,0,0.4,CONTRACTOR,25,22.45,HIGH
PRJ-SYN-001414,Ministry of Power,Power,Gujarat,West,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,355.46,44,76,1.0,362.27,100.0,101.92,-1.68,10,10,9,0,0.9,NONE,6,3.66,LOW
PRJ-SYN-001415,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Strategic Interconnection,6704.54,33,29,0.8775,6622.75,96.29,98.78,-1.72,10,9,0,0,0.0,NONE,0,4.45,LOW
PRJ-SYN-001416,Ministry of Jal Shakti,Water Resources,Tamil Nadu,South,National Water Development Agency,Capacity Augmentation / 6-Laning,345.32,38,62,1.0,434.88,100.0,125.94,-2.94,10,10,10,0,1.0,LAND_ACQUISITION,17,29.75,HIGH
PRJ-SYN-001417,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,1288.95,52,45,0.7622,1181.99,85.45,91.7,-6.51,10,8,8,0,0.8,INTERDEPARTMENTAL_DEPENDENCY,7,16.17,LOW
PRJ-SYN-001418,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,800.28,49,95,1.0,989.94,100.0,123.7,-2.62,10,10,10,0,1.0,CONTRACTOR,19,27.03,HIGH
PRJ-SYN-001419,Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,919.86,37,86,1.0,998.15,100.0,108.51,-2.39,10,10,9,0,0.9,NONE,6,11.17,LOW
PRJ-SYN-001420,Ministry of Road Transport & Highways,Roads & Highways,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,390.48,30,44,1.0,423.25,100.0,108.39,-1.96,10,10,8,0,0.8,NONE,5,10.56,LOW
PRJ-SYN-001421,Ministry of Railways,Railways,Andhra Pradesh,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,1391.61,37,54,1.0,1629.69,100.0,117.11,-2.52,10,10,9,0,0.9,FOREST_CLEARANCE,12,20.14,MODERATE
PRJ-SYN-001422,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Strategic Interconnection,468.3,48,57,0.9655,515.52,93.81,110.08,4.19,10,8,9,0,0.9,DESIGN_CHANGE,11,12.33,MODERATE
PRJ-SYN-001423,Ministry of Road Transport & Highways,Roads & Highways,Rajasthan,North,National Highways Authority of India (NHAI),Corridor Modernization,894.92,32,49,1.0,1001.06,100.0,111.86,-2.87,10,10,10,0,1.0,NONE,9,15.16,MODERATE
PRJ-SYN-001424,Ministry of Railways,Railways,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,596.37,36,60,1.0,651.43,100.0,109.23,-1.97,10,10,8,0,0.8,NONE,6,11.43,LOW
PRJ-SYN-001425,Ministry of Petroleum & Natural Gas,Petroleum & Natural Gas,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Rehabilitation & Upgradation,857.18,37,36,0.7657,848.56,90.26,98.99,-2.49,10,8,8,0,0.8,NONE,10,12.79,MODERATE
PRJ-SYN-001426,Ministry of Civil Aviation,Civil Aviation,Karnataka,South,Airports Authority of India (AAI),Rehabilitation & Upgradation,4186.61,67,54,0.6199,4357.7,69.27,104.09,16.33,10,6,7,0,0.7,LAND_ACQUISITION,20,21.6,HIGH
PRJ-SYN-001427,Ministry of Power,Power,Madhya Pradesh,Central,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,902.22,27,49,1.0,880.33,100.0,97.57,-2.43,10,10,0,0,0.0,NONE,0,0.0,LOW
PRJ-SYN-001428,Ministry of Road Transport & Highways,Roads & Highways,Karnataka,South,National Highways Authority of India (NHAI),Corridor Modernization,327.16,43,76,1.0,392.32,100.0,119.92,-2.92,10,10,9,0,0.9,ENVIRONMENTAL_CLEARANCE,13,23.52,MODERATE
PRJ-SYN-001429,Ministry of Road Transport & Highways,Roads & Highways,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,1274.83,52,29,0.4387,573.72,42.64,45.0,-4.73,10,4,5,0,0.5,LAND_ACQUISITION,14,18.71,MODERATE
PRJ-SYN-001430,Ministry of Railways,Railways,Bihar,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,745.62,46,58,1.0,787.68,100.0,105.64,-2.37,10,10,4,0,0.4,UTILITY_SHIFTING,2,8.2,LOW
PRJ-SYN-001431,Ministry of Road Transport & Highways,Roads & Highways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Corridor Modernization,751.44,70,78,0.928,669.68,93.0,89.12,-13.44,10,8,9,0,0.9,NONE,14,12.01,MODERATE
PRJ-SYN-001432,Ministry of Railways,Railways,Karnataka,South,Railway Infrastructure Board / DFCCIL,Corridor Modernization,2345.02,70,56,0.6909,2068.65,80.1,88.21,0.93,10,7,7,0,0.7,NONE,11,8.86,LOW
PRJ-SYN-001433,Ministry of Road Transport & Highways,Roads & Highways,Tamil Nadu,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,896.75,27,31,1.0,986.16,100.0,109.97,-1.49,10,10,7,0,0.7,PROCUREMENT,3,11.63,LOW
