project_id,reporting_date,reporting_month,physical_progress_pct,cumulative_expenditure_cr
PRJ-SYN-000088,2025-01-05,38,67.08,138.36
PRJ-SYN-000088,2025-02-04,39,69.21,142.37
PRJ-SYN-000088,2025-03-06,40,71.34,146.39
PRJ-SYN-000088,2025-04-05,41,73.49,150.42
PRJ-SYN-000088,2025-05-05,42,75.64,154.46
PRJ-SYN-000088,2025-06-04,43,77.81,158.51
PRJ-SYN-000088,2025-07-04,44,79.99,162.57
PRJ-SYN-000088,2025-08-03,45,82.17,166.64
PRJ-SYN-000088,2025-09-02,46,84.37,170.72
PRJ-SYN-000088,2025-10-02,47,86.57,174.8
PRJ-SYN-000088,2025-11-01,48,88.79,178.9
PRJ-SYN-000088,2025-12-01,49,91.01,183.0
PRJ-SYN-000088,2025-12-31,50,93.25,187.11
PRJ-SYN-000088,2026-01-30,51,95.49,191.23
PRJ-SYN-000088,2026-03-01,52,97.74,195.36
PRJ-SYN-000089,2024-10-07,78,77.94,4143.87
PRJ-SYN-000089,2024-11-06,79,79.15,4202.34
PRJ-SYN-000089,2024-12-06,80,80.35,4260.89
PRJ-SYN-000089,2025-01-05,81,81.56,4319.52
PRJ-SYN-000089,2025-02-04,82,82.77,4378.21
PRJ-SYN-000089,2025-03-06,83,83.98,4436.98
PRJ-SYN-000089,2025-04-05,84,85.19,4495.82
PRJ-SYN-000089,2025-05-05,85,86.41,4554.73
PRJ-SYN-000089,2025-06-04,86,87.63,4613.71
PRJ-SYN-000089,2025-07-04,87,88.86,4672.75
PRJ-SYN-000089,2025-08-03,88,90.09,4731.87
PRJ-SYN-000089,2025-09-02,89,91.32,4791.05
PRJ-SYN-000089,2025-10-02,90,92.55,4850.3
PRJ-SYN-000089,2025-11-01,91,93.78,4909.61
PRJ-SYN-000089,2025-12-01,92,95.02,4968.99
PRJ-SYN-000089,2025-12-31,93,96.26,5028.44
PRJ-SYN-000089,2026-01-30,94,97.51,5087.94
PRJ-SYN-000089,2026-03-01,95,98.75,5147.52
PRJ-SYN-000090,2024-10-07,68,75.44,2445.81
PRJ-SYN-000090,2024-11-06,69,76.78,2485.4
PRJ-SYN-000090,2024-12-06,70,78.11,2525.05
PRJ-SYN-000090,2025-01-05,71,79.45,2564.76
PRJ-SYN-000090,2025-02-04,72,80.8,2604.52
PRJ-SYN-000090,2025-03-06,73,82.15,2644.34
PRJ-SYN-000090,2025-04-05,74,83.5,2684.22
PRJ-SYN-000090,2025-05-05,75,84.85,2724.14
PRJ-SYN-000090,2025-06-04,76,86.21,2764.13
PRJ-SYN-000090,2025-07-04,77,87.58,2804.16
PRJ-SYN-000090,2025-08-03,78,88.94,2844.24
PRJ-SYN-000090,2025-09-02,79,90.31,2884.38
PRJ-SYN-000090,2025-10-02,80,91.69,2924.57
PRJ-SYN-000090,2025-11-01,81,93.06,2964.81
PRJ-SYN-000090,2025-12-01,82,94.44,3005.09
PRJ-SYN-000090,2025-12-31,83,95.83,3045.43
PRJ-SYN-000090,2026-01-30,84,97.22,3085.82
PRJ-SYN-000090,2026-03-01,85,98.61,3126.25
PRJ-SYN-000091,2024-10-07,48,67.49,558.23
PRJ-SYN-000091,2024-11-06,49,69.18,571.04
PRJ-SYN-000091,2024-12-06,50,70.88,583.87
PRJ-SYN-000091,2025-01-05,51,72.58,596.73
PRJ-SYN-000091,2025-02-04,52,74.29,609.61
PRJ-SYN-000091,2025-03-06,53,76.01,622.52
PRJ-SYN-000091,2025-04-05,54,77.73,635.45
PRJ-SYN-000091,2025-05-05,55,79.47,648.41
PRJ-SYN-000091,2025-06-04,56,81.2,661.39
PRJ-SYN-000091,2025-07-04,57,82.95,674.39
PRJ-SYN-000091,2025-08-03,58,84.69,687.42
PRJ-SYN-000091,2025-09-02,59,86.45,700.47
PRJ-SYN-000091,2025-10-02,60,88.21,713.54
PRJ-SYN-000091,2025-11-01,61,89.98,726.63
PRJ-SYN-000091,2025-12-01,62,91.75,739.75
PRJ-SYN-000091,2025-12-31,63,93.53,752.88
PRJ-SYN-000091,2026-01-30,64,95.31,766.04
PRJ-SYN-000091,2026-03-01,65,97.1,779.21
PRJ-SYN-000092,2024-10-07,48,68.24,236.97
PRJ-SYN-000092,2024-11-06,49,69.95,242.4
PRJ-SYN-000092,2024-12-06,50,71.67,247.85
PRJ-SYN-000092,2025-01-05,51,73.39,253.31
PRJ-SYN-000092,2025-02-04,52,75.12,258.78
PRJ-SYN-000092,2025-03-06,53,76.86,264.25
PRJ-SYN-000092,2025-04-05,54,78.6,269.74
PRJ-SYN-000092,2025-05-05,55,80.35,275.24
PRJ-SYN-000092,2025-06-04,56,82.11,280.75
PRJ-SYN-000092,2025-07-04,57,83.87,286.27
PRJ-SYN-000092,2025-08-03,58,85.64,291.8
PRJ-SYN-000092,2025-09-02,59,87.41,297.34
PRJ-SYN-000092,2025-10-02,60,89.19,302.89
PRJ-SYN-000092,2025-11-01,61,90.98,308.45
PRJ-SYN-000092,2025-12-01,62,92.77,314.01
PRJ-SYN-000092,2025-12-31,63,94.57,319.59
PRJ-SYN-000092,2026-01-30,64,96.37,325.17
PRJ-SYN-000092,2026-03-01,65,98.18,330.77
PRJ-SYN-000093,2024-10-07,58,72.3,514.77
PRJ-SYN-000093,2024-11-06,59,73.8,524.54
PRJ-SYN-000093,2024-12-06,60,75.3,534.33
PRJ-SYN-000093,2025-01-05,61,76.81,544.14
PRJ-SYN-000093,2025-02-04,62,78.32,553.96
PRJ-SYN-000093,2025-03-06,63,79.84,563.79
PRJ-SYN-000093,2025-04-05,64,81.37,573.64
PRJ-SYN-000093,2025-05-05,65,82.89,583.51
PRJ-SYN-000093,2025-06-04,66,84.43,593.39
PRJ-SYN-000093,2025-07-04,67,85.96,603.29
PRJ-SYN-000093,2025-08-03,68,87.51,613.2
PRJ-SYN-000093,2025-09-02,69,89.05,623.13
PRJ-SYN-000093,2025-10-02,70,90.6,633.07
PRJ-SYN-000093,2025-11-01,71,92.16,643.03
PRJ-SYN-000093,2025-12-01,72,93.72,653.0
PRJ-SYN-000093,2025-12-31,73,95.28,662.98
PRJ-SYN-000093,2026-01-30,74,96.85,672.98
PRJ-SYN-000093,2026-03-01,75,98.42,682.99
PRJ-SYN-000094,2024-10-07,20,21.59,218.12
PRJ-SYN-000094,2024-11-06,21,22.89,230.15
PRJ-SYN-000094,2024-12-06,22,24.21,242.23
PRJ-SYN-000094,2025-01-05,23,25.53,254.37
PRJ-SYN-000094,2025-02-04,24,26.87,266.57
PRJ-SYN-000094,2025-03-06,25,28.22,278.81
PRJ-SYN-000094,2025-04-05,26,29.58,291.1
PRJ-SYN-000094,2025-05-05,27,30.95,303.44
PRJ-SYN-000094,2025-06-04,28,32.33,315.82
PRJ-SYN-000094,2025-07-04,29,33.72,328.25
PRJ-SYN-000094,2025-08-03,30,35.12,340.73
PRJ-SYN-000094,2025-09-02,31,36.53,353.24
PRJ-SYN-000094,2025-10-02,32,37.95,365.79
PRJ-SYN-000094,2025-11-01,33,39.38,378.39
PRJ-SYN-000094,2025-12-01,34,40.81,391.02
PRJ-SYN-000094,2025-12-31,35,42.26,403.69
PRJ-SYN-000094,2026-01-30,36,43.71,416.39
PRJ-SYN-000094,2026-03-01,37,45.17,429.13
PRJ-SYN-000095,2024-10-07,80,78.39,484.46
PRJ-SYN-000095,2024-11-06,81,79.56,491.13
PRJ-SYN-000095,2024-12-06,82,80.74,497.8
PRJ-SYN-000095,2025-01-05,83,81.93,504.48
PRJ-SYN-000095,2025-02-04,84,83.11,511.17
PRJ-SYN-000095,2025-03-06,85,84.3,517.87
PRJ-SYN-000095,2025-04-05,86,85.49,524.57
PRJ-SYN-000095,2025-05-05,87,86.69,531.29
PRJ-SYN-000095,2025-06-04,88,87.88,538.01
PRJ-SYN-000095,2025-07-04,89,89.08,544.74
PRJ-SYN-000095,2025-08-03,90,90.29,551.47
PRJ-SYN-000095,2025-09-02,91,91.49,558.22
PRJ-SYN-000095,2025-10-02,92,92.7,564.97
PRJ-SYN-000095,2025-11-01,93,93.91,571.73
PRJ-SYN-000095,2025-12-01,94,95.12,578.49
PRJ-SYN-000095,2025-12-31,95,96.34,585.27
PRJ-SYN-000095,2026-01-30,96,97.56,592.05
PRJ-SYN-000095,2026-03-01,97,98.78,598.84
PRJ-SYN-000096,2024-10-07,42,65.18,2567.47
PRJ-SYN-000096,2024-11-06,43,67.05,2634.79
PRJ-SYN-000096,2024-12-06,44,68.92,2702.27
PRJ-SYN-000096,2025-01-05,45,70.81,2769.9
PRJ-SYN-000096,2025-02-04,46,72.7,2837.68
PRJ-SYN-000096,2025-03-06,47,74.6,2905.61
PRJ-SYN-000096,2025-04-05,48,76.51,2973.69
PRJ-SYN-000096,2025-05-05,49,78.42,3041.91
PRJ-SYN-000096,2025-06-04,50,80.35,3110.26
PRJ-SYN-000096,2025-07-04,51,82.28,3178.76
PRJ-SYN-000096,2025-08-03,52,84.22,3247.39
PRJ-SYN-000096,2025-09-02,53,86.17,3316.15
PRJ-SYN-000096,2025-10-02,54,88.12,3385.04
PRJ-SYN-000096,2025-11-01,55,90.09,3454.06
PRJ-SYN-000096,2025-12-01,56,92.05,3523.2
PRJ-SYN-000096,2025-12-31,57,94.03,3592.47
PRJ-SYN-000096,2026-01-30,58,96.01,3661.86
PRJ-SYN-000096,2026-03-01,59,98.0,3731.36
PRJ-SYN-000097,2024-10-07,27,36.59,782.62
PRJ-SYN-000097,2024-11-06,28,38.23,814.56
PRJ-SYN-000097,2024-12-06,29,39.87,846.62
PRJ-SYN-000097,2025-01-05,30,41.53,878.79
PRJ-SYN-000097,2025-02-04,31,43.19,911.06
PRJ-SYN-000097,2025-03-06,32,44.87,943.44
PRJ-SYN-000097,2025-04-05,33,46.56,975.93
PRJ-SYN-000097,2025-05-05,34,48.26,1008.51
PRJ-SYN-000097,2025-06-04,35,49.96,1041.18
PRJ-SYN-000097,2025-07-04,36,51.68,1073.95
PRJ-SYN-000097,2025-08-03,37,53.41,1106.81
PRJ-SYN-000097,2025-09-02,38,55.15,1139.76
PRJ-SYN-000097,2025-10-02,39,56.89,1172.8
PRJ-SYN-000097,2025-11-01,40,58.65,1205.92
PRJ-SYN-000097,2025-12-01,41,60.41,1239.12
PRJ-SYN-000097,2025-12-31,42,62.18,1272.41
PRJ-SYN-000097,2026-01-30,43,63.96,1305.77
PRJ-SYN-000097,2026-03-01,44,65.75,1339.21
PRJ-SYN-000098,2024-10-07,20,41.12,1091.92
PRJ-SYN-000098,2024-11-06,21,43.6,1152.12
PRJ-SYN-000098,2024-12-06,22,46.1,1212.61
PRJ-SYN-000098,2025-01-05,23,48.63,1273.38
PRJ-SYN-000098,2025-02-04,24,51.18,1334.41
PRJ-SYN-000098,2025-03-06,25,53.75,1395.7
PRJ-SYN-000098,2025-04-05,26,56.34,1457.23
PRJ-SYN-000098,2025-05-05,27,58.95,1519.0
PRJ-SYN-000098,2025-06-04,28,61.58,1580.99
PRJ-SYN-000098,2025-07-04,29,64.22,1643.21
PRJ-SYN-000098,2025-08-03,30,66.89,1705.65
PRJ-SYN-000098,2025-09-02,31,69.58,1768.29
PRJ-SYN-000098,2025-10-02,32,72.28,1831.14
PRJ-SYN-000098,2025-11-01,33,75.0,1894.18
PRJ-SYN-000098,2025-12-01,34,77.73,1957.42
PRJ-SYN-000098,2025-12-31,35,80.48,2020.84
PRJ-SYN-000098,2026-01-30,36,83.25,2084.44
PRJ-SYN-000098,2026-03-01,37,86.03,2148.22
PRJ-SYN-000099,2024-10-07,40,59.53,883.21
PRJ-SYN-000099,2024-11-06,41,61.32,907.53
PRJ-SYN-000099,2024-12-06,42,63.12,931.91
PRJ-SYN-000099,2025-01-05,43,64.93,956.35
PRJ-SYN-000099,2025-02-04,44,66.75,980.84
PRJ-SYN-000099,2025-03-06,45,68.57,1005.39
PRJ-SYN-000099,2025-04-05,46,70.4,1029.99
PRJ-SYN-000099,2025-05-05,47,72.24,1054.65
PRJ-SYN-000099,2025-06-04,48,74.09,1079.36
PRJ-SYN-000099,2025-07-04,49,75.95,1104.12
PRJ-SYN-000099,2025-08-03,50,77.81,1128.93
PRJ-SYN-000099,2025-09-02,51,79.68,1153.79
PRJ-SYN-000099,2025-10-02,52,81.56,1178.7
PRJ-SYN-000099,2025-11-01,53,83.45,1203.66
PRJ-SYN-000099,2025-12-01,54,85.34,1228.66
PRJ-SYN-000099,2025-12-31,55,87.24,1253.72
PRJ-SYN-000099,2026-01-30,56,89.15,1278.81
PRJ-SYN-000099,2026-03-01,57,91.06,1303.95
PRJ-SYN-000100,2024-10-07,24,51.09,248.98
PRJ-SYN-000100,2024-11-06,25,53.66,260.42
PRJ-SYN-000100,2024-12-06,26,56.24,271.9
PRJ-SYN-000100,2025-01-05,27,58.85,283.43
PRJ-SYN-000100,2025-02-04,28,61.47,294.99
PRJ-SYN-000100,2025-03-06,29,64.12,306.6
PRJ-SYN-000100,2025-04-05,30,66.78,318.25
PRJ-SYN-000100,2025-05-05,31,69.46,329.94
PRJ-SYN-000100,2025-06-04,32,72.16,341.67
PRJ-SYN-000100,2025-07-04,33,74.87,353.43
PRJ-SYN-000100,2025-08-03,34,77.6,365.23
PRJ-SYN-000100,2025-09-02,35,80.35,377.06
PRJ-SYN-000100,2025-10-02,36,83.11,388.93
PRJ-SYN-000100,2025-11-01,37,85.89,400.83
PRJ-SYN-000100,2025-12-01,38,88.68,412.76
PRJ-SYN-000100,2025-12-31,39,91.49,424.73
PRJ-SYN-000100,2026-01-30,40,94.31,436.72
PRJ-SYN-000100,2026-03-01,41,97.15,448.75
PRJ-SYN-000101,2024-10-07,21,31.86,582.96
PRJ-SYN-000101,2024-11-06,22,33.69,613.56
PRJ-SYN-000101,2024-12-06,23,35.54,644.31
PRJ-SYN-000101,2025-01-05,24,37.4,675.19
PRJ-SYN-000101,2025-02-04,25,39.28,706.2
PRJ-SYN-000101,2025-03-06,26,41.17,737.34
PRJ-SYN-000101,2025-04-05,27,43.08,768.59
PRJ-SYN-000101,2025-05-05,28,45.0,799.96
PRJ-SYN-000101,2025-06-04,29,46.93,831.44
PRJ-SYN-000101,2025-07-04,30,48.88,863.03
PRJ-SYN-000101,2025-08-03,31,50.84,894.73
PRJ-SYN-000101,2025-09-02,32,52.82,926.53
PRJ-SYN-000101,2025-10-02,33,54.8,958.43
PRJ-SYN-000101,2025-11-01,34,56.8,990.42
PRJ-SYN-000101,2025-12-01,35,58.81,1022.51
PRJ-SYN-000101,2025-12-31,36,60.84,1054.7
PRJ-SYN-000101,2026-01-30,37,62.87,1086.97
PRJ-SYN-000101,2026-03-01,38,64.91,1119.33
PRJ-SYN-000102,2024-10-07,11,24.07,536.57
PRJ-SYN-000102,2024-11-06,12,26.72,590.46
PRJ-SYN-000102,2024-12-06,13,29.42,644.81
PRJ-SYN-000102,2025-01-05,14,32.16,699.57
PRJ-SYN-000102,2025-02-04,15,34.93,754.73
PRJ-SYN-000102,2025-03-06,16,37.74,810.26
PRJ-SYN-000102,2025-04-05,17,40.59,866.13
PRJ-SYN-000102,2025-05-05,18,43.47,922.34
PRJ-SYN-000102,2025-06-04,19,46.39,978.86
PRJ-SYN-000102,2025-07-04,20,49.33,1035.68
PRJ-SYN-000102,2025-08-03,21,52.31,1092.78
PRJ-SYN-000102,2025-09-02,22,55.31,1150.15
PRJ-SYN-000102,2025-10-02,23,58.34,1207.79
PRJ-SYN-000102,2025-11-01,24,61.4,1265.68
PRJ-SYN-000102,2025-12-01,25,64.48,1323.81
PRJ-SYN-000102,2025-12-31,26,67.59,1382.17
PRJ-SYN-000102,2026-01-30,27,70.72,1440.76
PRJ-SYN-000102,2026-03-01,28,73.87,1499.56
PRJ-SYN-000103,2024-10-07,58,72.3,460.8
PRJ-SYN-000103,2024-11-06,59,73.8,469.55
PRJ-SYN-000103,2024-12-06,60,75.3,478.31
PRJ-SYN-000103,2025-01-05,61,76.81,487.08
PRJ-SYN-000103,2025-02-04,62,78.32,495.88
PRJ-SYN-000103,2025-03-06,63,79.84,504.68
PRJ-SYN-000103,2025-04-05,64,81.37,513.5
PRJ-SYN-000103,2025-05-05,65,82.89,522.33
PRJ-SYN-000103,2025-06-04,66,84.43,531.18
PRJ-SYN-000103,2025-07-04,67,85.96,540.04
PRJ-SYN-000103,2025-08-03,68,87.51,548.91
PRJ-SYN-000103,2025-09-02,69,89.05,557.8
PRJ-SYN-000103,2025-10-02,70,90.6,566.7
PRJ-SYN-000103,2025-11-01,71,92.16,575.61
PRJ-SYN-000103,2025-12-01,72,93.72,584.53
PRJ-SYN-000103,2025-12-31,73,95.28,593.47
PRJ-SYN-000103,2026-01-30,74,96.85,602.42
PRJ-SYN-000103,2026-03-01,75,98.42,611.38
PRJ-SYN-000104,2024-10-07,41,64.61,476.2
PRJ-SYN-000104,2024-11-06,42,66.51,488.99
PRJ-SYN-000104,2024-12-06,43,68.41,501.81
PRJ-SYN-000104,2025-01-05,44,70.33,514.66
PRJ-SYN-000104,2025-02-04,45,72.25,527.54
PRJ-SYN-000104,2025-03-06,46,74.18,540.45
PRJ-SYN-000104,2025-04-05,47,76.12,553.39
PRJ-SYN-000104,2025-05-05,48,78.07,566.36
PRJ-SYN-000104,2025-06-04,49,80.02,579.35
PRJ-SYN-000104,2025-07-04,50,81.99,592.37
PRJ-SYN-000104,2025-08-03,51,83.96,605.41
PRJ-SYN-000104,2025-09-02,52,85.94,618.48
PRJ-SYN-000104,2025-10-02,53,87.92,631.58
PRJ-SYN-000104,2025-11-01,54,89.92,644.7
PRJ-SYN-000104,2025-12-01,55,91.92,657.85
PRJ-SYN-000104,2025-12-31,56,93.93,671.01
PRJ-SYN-000104,2026-01-30,57,95.95,684.21
PRJ-SYN-000104,2026-03-01,58,97.97,697.42
PRJ-SYN-000105,2024-10-07,28,48.54,459.14
PRJ-SYN-000105,2024-11-06,29,50.63,477.21
PRJ-SYN-000105,2024-12-06,30,52.73,495.34
PRJ-SYN-000105,2025-01-05,31,54.85,513.53
PRJ-SYN-000105,2025-02-04,32,56.98,531.78
PRJ-SYN-000105,2025-03-06,33,59.12,550.09
PRJ-SYN-000105,2025-04-05,34,61.28,568.46
PRJ-SYN-000105,2025-05-05,35,63.45,586.87
PRJ-SYN-000105,2025-06-04,36,65.63,605.34
PRJ-SYN-000105,2025-07-04,37,67.82,623.87
PRJ-SYN-000105,2025-08-03,38,70.03,642.44
PRJ-SYN-000105,2025-09-02,39,72.24,661.06
PRJ-SYN-000105,2025-10-02,40,74.47,679.73
PRJ-SYN-000105,2025-11-01,41,76.71,698.44
PRJ-SYN-000105,2025-12-01,42,78.96,717.21
PRJ-SYN-000105,2025-12-31,43,81.22,736.01
PRJ-SYN-000105,2026-01-30,44,83.5,754.86
PRJ-SYN-000105,2026-03-01,45,85.78,773.76
PRJ-SYN-000106,2024-10-07,50,66.12,553.92
PRJ-SYN-000106,2024-11-06,51,67.71,566.12
PRJ-SYN-000106,2024-12-06,52,69.3,578.34
PRJ-SYN-000106,2025-01-05,53,70.9,590.59
PRJ-SYN-000106,2025-02-04,54,72.51,602.86
PRJ-SYN-000106,2025-03-06,55,74.13,615.15
PRJ-SYN-000106,2025-04-05,56,75.75,627.47
PRJ-SYN-000106,2025-05-05,57,77.37,639.8
PRJ-SYN-000106,2025-06-04,58,79.0,652.16
PRJ-SYN-000106,2025-07-04,59,80.64,664.54
PRJ-SYN-000106,2025-08-03,60,82.28,676.94
PRJ-SYN-000106,2025-09-02,61,83.93,689.36
PRJ-SYN-000106,2025-10-02,62,85.59,701.8
PRJ-SYN-000106,2025-11-01,63,87.25,714.26
PRJ-SYN-000106,2025-12-01,64,88.91,726.74
PRJ-SYN-000106,2025-12-31,65,90.58,739.24
PRJ-SYN-000106,2026-01-30,66,92.26,751.76
PRJ-SYN-000106,2026-03-01,67,93.94,764.3
PRJ-SYN-000107,2024-10-07,68,75.44,3845.89
PRJ-SYN-000107,2024-11-06,69,76.78,3908.15
PRJ-SYN-000107,2024-12-06,70,78.11,3970.5
PRJ-SYN-000107,2025-01-05,71,79.45,4032.94
PRJ-SYN-000107,2025-02-04,72,80.8,4095.46
PRJ-SYN-000107,2025-03-06,73,82.15,4158.08
PRJ-SYN-000107,2025-04-05,74,83.5,4220.78
PRJ-SYN-000107,2025-05-05,75,84.85,4283.56
PRJ-SYN-000107,2025-06-04,76,86.21,4346.43
PRJ-SYN-000107,2025-07-04,77,87.58,4409.38
PRJ-SYN-000107,2025-08-03,78,88.94,4472.41
PRJ-SYN-000107,2025-09-02,79,90.31,4535.52
PRJ-SYN-000107,2025-10-02,80,91.69,4598.71
PRJ-SYN-000107,2025-11-01,81,93.06,4661.99
PRJ-SYN-000107,2025-12-01,82,94.44,4725.34
PRJ-SYN-000107,2025-12-31,83,95.83,4788.76
PRJ-SYN-000107,2026-01-30,84,97.22,4852.27
PRJ-SYN-000107,2026-03-01,85,98.61,4915.85
PRJ-SYN-000108,2024-10-07,75,77.25,654.97
PRJ-SYN-000108,2024-11-06,76,78.49,664.58
PRJ-SYN-000108,2024-12-06,77,79.73,674.21
PRJ-SYN-000108,2025-01-05,78,80.97,683.84
PRJ-SYN-000108,2025-02-04,79,82.22,693.49
PRJ-SYN-000108,2025-03-06,80,83.47,703.16
PRJ-SYN-000108,2025-04-05,81,84.72,712.83
PRJ-SYN-000108,2025-05-05,82,85.98,722.52
PRJ-SYN-000108,2025-06-04,83,87.24,732.21
PRJ-SYN-000108,2025-07-04,84,88.5,741.92
PRJ-SYN-000108,2025-08-03,85,89.77,751.65
PRJ-SYN-000108,2025-09-02,86,91.04,761.38
PRJ-SYN-000108,2025-10-02,87,92.31,771.12
PRJ-SYN-000108,2025-11-01,88,93.58,780.88
PRJ-SYN-000108,2025-12-01,89,94.86,790.65
PRJ-SYN-000108,2025-12-31,90,96.14,800.42
PRJ-SYN-000108,2026-01-30,91,97.42,810.21
PRJ-SYN-000108,2026-03-01,92,98.71,820.01
PRJ-SYN-000109,2024-10-07,12,19.73,286.19
PRJ-SYN-000109,2024-11-06,13,21.72,312.53
PRJ-SYN-000109,2024-12-06,14,23.74,339.07
PRJ-SYN-000109,2025-01-05,15,25.79,365.81
PRJ-SYN-000109,2025-02-04,16,27.87,392.72
PRJ-SYN-000109,2025-03-06,17,29.97,419.81
PRJ-SYN-000109,2025-04-05,18,32.1,447.05
PRJ-SYN-000109,2025-05-05,19,34.25,474.44
PRJ-SYN-000109,2025-06-04,20,36.43,501.98
PRJ-SYN-000109,2025-07-04,21,38.63,529.66
PRJ-SYN-000109,2025-08-03,22,40.84,557.47
PRJ-SYN-000109,2025-09-02,23,43.08,585.4
PRJ-SYN-000109,2025-10-02,24,45.34,613.46
PRJ-SYN-000109,2025-11-01,25,47.62,641.64
PRJ-SYN-000109,2025-12-01,26,49.91,669.92
PRJ-SYN-000109,2025-12-31,27,52.22,698.32
PRJ-SYN-000109,2026-01-30,28,54.55,726.82
PRJ-SYN-000109,2026-03-01,29,56.9,755.43
PRJ-SYN-000110,2024-10-07,15,23.67,99.4
PRJ-SYN-000110,2024-11-06,16,25.58,106.71
PRJ-SYN-000110,2024-12-06,17,27.51,114.07
PRJ-SYN-000110,2025-01-05,18,29.46,121.47
PRJ-SYN-000110,2025-02-04,19,31.43,128.91
PRJ-SYN-000110,2025-03-06,20,33.43,136.4
PRJ-SYN-000110,2025-04-05,21,35.45,143.92
PRJ-SYN-000110,2025-05-05,22,37.48,151.47
PRJ-SYN-000110,2025-06-04,23,39.53,159.06
PRJ-SYN-000110,2025-07-04,24,41.61,166.69
PRJ-SYN-000110,2025-08-03,25,43.69,174.34
PRJ-SYN-000110,2025-09-02,26,45.8,182.03
PRJ-SYN-000110,2025-10-02,27,47.92,189.74
PRJ-SYN-000110,2025-11-01,28,50.06,197.49
PRJ-SYN-000110,2025-12-01,29,52.21,205.26
PRJ-SYN-000110,2025-12-31,30,54.38,213.06
PRJ-SYN-000110,2026-01-30,31,56.56,220.88
PRJ-SYN-000110,2026-03-01,32,58.76,228.74
PRJ-SYN-000111,2024-10-07,34,40.98,640.62
PRJ-SYN-000111,2024-11-06,35,42.43,661.38
PRJ-SYN-000111,2024-12-06,36,43.89,682.19
PRJ-SYN-000111,2025-01-05,37,45.35,703.07
PRJ-SYN-000111,2025-02-04,38,46.83,724.0
PRJ-SYN-000111,2025-03-06,39,48.31,744.98
PRJ-SYN-000111,2025-04-05,40,49.8,766.02
PRJ-SYN-000111,2025-05-05,41,51.3,787.11
PRJ-SYN-000111,2025-06-04,42,52.8,808.26
PRJ-SYN-000111,2025-07-04,43,54.32,829.45
PRJ-SYN-000111,2025-08-03,44,55.84,850.69
PRJ-SYN-000111,2025-09-02,45,57.36,871.98
PRJ-SYN-000111,2025-10-02,46,58.9,893.32
PRJ-SYN-000111,2025-11-01,47,60.44,914.71
PRJ-SYN-000111,2025-12-01,48,61.98,936.14
PRJ-SYN-000111,2025-12-31,49,63.53,957.61
PRJ-SYN-000111,2026-01-30,50,65.09,979.13
PRJ-SYN-000111,2026-03-01,51,66.66,1000.7
PRJ-SYN-000112,2024-10-07,74,77.01,1771.62
PRJ-SYN-000112,2024-11-06,75,78.26,1797.98
PRJ-SYN-000112,2024-12-06,76,79.51,1824.36
PRJ-SYN-000112,2025-01-05,77,80.77,1850.79
PRJ-SYN-000112,2025-02-04,78,82.03,1877.24
PRJ-SYN-000112,2025-03-06,79,83.29,1903.73
PRJ-SYN-000112,2025-04-05,80,84.56,1930.26
PRJ-SYN-000112,2025-05-05,81,85.83,1956.82
PRJ-SYN-000112,2025-06-04,82,87.1,1983.41
PRJ-SYN-000112,2025-07-04,83,88.38,2010.03
PRJ-SYN-000112,2025-08-03,84,89.66,2036.68
PRJ-SYN-000112,2025-09-02,85,90.94,2063.37
PRJ-SYN-000112,2025-10-02,86,92.23,2090.09
PRJ-SYN-000112,2025-11-01,87,93.51,2116.84
PRJ-SYN-000112,2025-12-01,88,94.81,2143.62
PRJ-SYN-000112,2025-12-31,89,96.1,2170.43
PRJ-SYN-000112,2026-01-30,90,97.4,2197.27
PRJ-SYN-000112,2026-03-01,91,98.7,2224.14
PRJ-SYN-000113,2024-10-07,36,47.38,469.11
PRJ-SYN-000113,2024-11-06,37,48.97,483.46
PRJ-SYN-000113,2024-12-06,38,50.56,497.85
PRJ-SYN-000113,2025-01-05,39,52.16,512.28
PRJ-SYN-000113,2025-02-04,40,53.77,526.75
PRJ-SYN-000113,2025-03-06,41,55.39,541.26
PRJ-SYN-000113,2025-04-05,42,57.01,555.8
PRJ-SYN-000113,2025-05-05,43,58.65,570.37
PRJ-SYN-000113,2025-06-04,44,60.29,584.98
PRJ-SYN-000113,2025-07-04,45,61.93,599.62
PRJ-SYN-000113,2025-08-03,46,63.59,614.29
PRJ-SYN-000113,2025-09-02,47,65.25,629.0
PRJ-SYN-000113,2025-10-02,48,66.92,643.73
PRJ-SYN-000113,2025-11-01,49,68.6,658.5
PRJ-SYN-000113,2025-12-01,50,70.28,673.3
PRJ-SYN-000113,2025-12-31,51,71.97,688.13
PRJ-SYN-000113,2026-01-30,52,73.67,702.98
PRJ-SYN-000113,2026-03-01,53,75.37,717.87
PRJ-SYN-000114,2024-10-07,75,77.25,2187.29
PRJ-SYN-000114,2024-11-06,76,78.49,2219.4
PRJ-SYN-000114,2024-12-06,77,79.73,2251.54
PRJ-SYN-000114,2025-01-05,78,80.97,2283.73
PRJ-SYN-000114,2025-02-04,79,82.22,2315.95
PRJ-SYN-000114,2025-03-06,80,83.47,2348.22
PRJ-SYN-000114,2025-04-05,81,84.72,2380.53
PRJ-SYN-000114,2025-05-05,82,85.98,2412.88
PRJ-SYN-000114,2025-06-04,83,87.24,2445.26
PRJ-SYN-000114,2025-07-04,84,88.5,2477.69
PRJ-SYN-000114,2025-08-03,85,89.77,2510.16
