project_id,project_name,ministry,department,sector,sub_sector,state,region,implementing_agency,project_type,project_status,project_stage,original_cost_cr,revised_cost_cr,cost_overrun_cr,cost_growth_pct,cumulative_expenditure_cr,physical_progress_pct,financial_progress_pct,progress_decoupling_gap,start_date,planned_completion_date,revised_completion_date,planned_duration_months,revised_duration_months,schedule_slippage_months,schedule_revisions_count,milestone_count,milestones_completed,milestones_delayed,milestones_at_risk,milestone_delay_rate,primary_bottleneck,secondary_bottleneck,target_schedule_delay_months,target_cost_overrun_pct,target_risk_class,overall_risk_score,data_source,data_status
PRJ-SYN-001765,Zojila Tunnel Approach Road — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Telangana,South,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,4792.27,5648.17,855.9,17.86,4924.2,94.84,87.18,-7.66,2020-05-01,2024-12-01,2026-05-01,55,72,17,3,10,9,10,0,1.0,UTILITY_SHIFTING,NONE,17,17.86,MODERATE,48.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001766,Mumbai High North Redevelopment Phase-IV — Stage-I Commissioning Phase,Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Refinery Modernization,Telangana,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,196.79,243.11,46.32,23.54,240.02,100.0,98.73,-1.27,2018-12-01,2022-10-01,2024-03-01,46,63,17,3,10,10,10,0,1.0,FOREST_CLEARANCE,UTILITY_SHIFTING,17,23.54,HIGH,57.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001767,Ahmedabad-Dholera Expressway — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,2524.47,2710.78,186.31,7.38,2642.62,100.0,97.49,-2.51,2019-12-01,2025-01-01,2025-09-01,61,69,8,1,10,10,9,0,0.9,NONE,NONE,8,7.38,LOW,27.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001768,Delhi-Meerut RRTS Corridor — Package 3 (Design & Build EPC),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Gujarat,West,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,752.32,873.67,121.35,16.13,853.49,100.0,97.69,-2.31,2020-02-01,2024-04-01,2025-05-01,50,63,13,2,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,NONE,13,16.13,MODERATE,43.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001769,Trans-Haryana Expressway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Uttar Pradesh,North,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,DELAYED,Execution,3683.23,4132.58,449.35,12.2,3464.91,87.6,83.84,-3.76,2022-07-01,2026-02-01,2026-12-01,43,53,10,2,10,8,8,0,0.8,PROCUREMENT,NONE,10,12.2,LOW,34.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001770,Barh Super Thermal Power Station Stage-II — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Hydroelectric Power,West Bengal,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,COMPLETED,Commissioned,1229.79,1575.98,346.19,28.15,1570.51,100.0,99.65,-0.35,2019-11-01,2022-11-01,2024-01-01,36,50,14,2,10,10,9,0,0.9,LAND_ACQUISITION,NONE,14,28.15,HIGH,55.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001771,Bhadla Solar Park Phase-IV Evacuation — Civil Package 1 (Underground Tunnel),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,COMPLETED,Commissioned,2158.43,2693.72,535.29,24.8,2682.19,100.0,99.57,-0.43,2018-04-01,2020-11-01,2021-10-01,31,42,11,2,10,10,10,0,1.0,LAND_ACQUISITION,NONE,11,24.8,MODERATE,50.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001772,Eastern Dedicated Freight Corridor — Section II (Km 45.50 to 112.00),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,West Bengal,East,Railway Infrastructure Board / DFCCIL,Capacity Augmentation / 6-Laning,CRITICAL,Execution,5173.35,5739.31,565.96,10.94,4916.04,97.33,85.66,-11.67,2019-01-01,2024-09-01,2026-05-01,68,88,20,3,10,9,10,0,1.0,NONE,NONE,20,10.94,MODERATE,50.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001773,Secunderabad-Mahabubnagar Doubling — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,Track Doubling,Maharashtra,West,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,COMPLETED,Commissioned,640.31,757.23,116.92,18.26,757.17,100.0,99.99,-0.01,2020-05-01,2024-06-01,2025-09-01,49,64,15,2,10,10,10,0,1.0,CONTRACTOR,NONE,15,18.26,MODERATE,49.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001774,Bundelkhand Expressway Spur — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Andhra Pradesh,South,National Highways Authority of India (NHAI),Corridor Modernization,DELAYED,Execution,308.43,331.1,22.67,7.35,256.28,83.99,77.4,-6.59,2021-07-01,2026-12-01,2027-12-01,65,77,12,2,10,7,7,0,0.7,NONE,NONE,12,7.35,LOW,31.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001775,Polavaram Irrigation Multipurpose Project — Section I (Km 0.00 to 45.50),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Inter-Basin Link,Madhya Pradesh,Central,National Water Development Agency,Corridor Modernization,COMPLETED,Commissioned,1207.46,1540.72,333.26,27.6,1508.24,100.0,97.89,-2.11,2018-11-01,2021-08-01,2022-07-01,33,44,11,2,10,10,9,0,0.9,LAND_ACQUISITION,NONE,11,27.6,MODERATE,50.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001776,Kochi Metro Rail Phase-II Kakkanad Extension — EPC Package II (Terminal & Marine Berths),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Regional Transit,Tamil Nadu,South,Metro Rail Infrastructure SPV,Greenfield Construction,COMPLETED,Commissioned,411.03,488.71,77.68,18.9,485.44,100.0,99.33,-0.67,2018-02-01,2024-02-01,2025-07-01,72,89,17,3,10,10,10,0,1.0,FOREST_CLEARANCE,LAND_ACQUISITION,17,18.9,MODERATE,50.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001777,Bundelkhand Expressway Spur — Package 3 (Design & Build EPC),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,371.98,407.21,35.23,9.47,361.97,79.0,88.89,9.89,2023-04-01,2027-04-01,2027-11-01,48,55,7,1,10,7,7,0,0.7,PROCUREMENT,NONE,7,9.47,LOW,31.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001778,Ganga Expressway Phase-I — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Gujarat,West,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,CRITICAL,Execution,810.38,1071.16,260.78,32.18,1049.74,94.5,98.0,3.5,2019-01-01,2023-11-01,2026-05-01,58,88,30,4,10,9,10,0,1.0,LAND_ACQUISITION,NONE,30,32.18,CRITICAL,77.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001779,Ahmedabad-Dholera Expressway — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Maharashtra,West,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,944.11,1004.72,60.61,6.42,996.45,100.0,99.18,-0.82,2020-01-01,2025-05-01,2026-01-01,64,72,8,1,10,10,10,0,1.0,NONE,NONE,8,6.42,LOW,32.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001780,Char Dham Highway Connectivity — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Maharashtra,West,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,636.4,636.4,0.0,0.0,623.91,100.0,98.04,-1.96,2019-07-01,2024-07-01,2024-07-01,60,60,0,0,10,10,0,0,0.0,NONE,NONE,0,0.0,LOW,0.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001781,Sonnagar-Dankuni Freight Link — Section II (Km 45.50 to 112.00),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Karnataka,South,Railway Infrastructure Board / DFCCIL,Greenfield Construction,DELAYED,Execution,662.53,761.18,98.65,14.89,561.47,76.03,73.76,-2.27,2021-04-01,2027-02-01,2028-05-01,70,85,15,2,10,7,7,0,0.7,ENVIRONMENTAL_CLEARANCE,DESIGN_CHANGE,15,14.89,MODERATE,39.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001782,Kochi Metro Rail Phase-II Kakkanad Extension — Section II (Km 45.50 to 112.00),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Regional Transit,West Bengal,East,Metro Rail Infrastructure SPV,Strategic Interconnection,COMPLETED,Commissioned,2725.39,3093.59,368.2,13.51,3046.29,100.0,98.47,-1.53,2018-12-01,2023-02-01,2023-10-01,50,58,8,1,10,10,9,0,0.9,UTILITY_SHIFTING,NONE,8,13.51,LOW,34.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001783,Amritsar-Jamnagar Economic Corridor — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,West Bengal,East,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,391.55,489.59,98.04,25.04,475.42,100.0,97.11,-2.89,2022-01-01,2024-06-01,2025-04-01,29,39,10,2,10,10,9,0,0.9,CONTRACTOR,PROCUREMENT,10,25.04,MODERATE,43.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001784,Raipur-Visakhapatnam Corridor — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,758.34,841.45,83.11,10.96,818.4,100.0,97.26,-2.74,2021-02-01,2024-09-01,2025-05-01,43,51,8,1,10,10,8,0,0.8,NONE,NONE,8,10.96,LOW,32.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001785,Ken-Betwa River Interlinking National Project — EPC Package II (Terminal & Marine Berths),Ministry of Jal Shakti,National Water Mission Directorate,Water Resources,Inter-Basin Link,Maharashtra,West,National Water Development Agency,Corridor Modernization,COMPLETED,Commissioned,1391.55,1405.05,13.5,0.97,1403.16,100.0,99.87,-0.13,2021-10-01,2024-02-01,2024-02-01,28,28,0,0,10,10,0,0,0.0,NONE,NONE,0,0.97,LOW,0.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001786,Khurda Road-Bolangir New Line — Section I (Km 0.00 to 45.50),Ministry of Railways,Project Development Directorate,Railways,Electrification,Tamil Nadu,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,DELAYED,Execution,1393.51,1590.41,196.9,14.13,1558.6,93.32,98.0,4.68,2021-09-01,2026-03-01,2027-02-01,54,65,11,2,10,8,8,0,0.8,NONE,NONE,11,14.13,MODERATE,38.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001787,Delhi-Meerut RRTS Corridor — Stage-I Commissioning Phase,Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Karnataka,South,Railway Infrastructure Board / DFCCIL,Strategic Interconnection,CRITICAL,Execution,269.64,334.79,65.15,24.16,281.22,82.69,84.0,1.31,2020-10-01,2026-04-01,2028-08-01,66,94,28,4,10,7,8,0,0.8,CONTRACTOR,NONE,28,24.16,CRITICAL,68.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001788,Zojila Tunnel Approach Road — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,West Bengal,East,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,COMPLETED,Commissioned,1216.02,1527.81,311.79,25.64,1493.93,100.0,97.78,-2.22,2021-01-01,2024-07-01,2026-01-01,42,60,18,3,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,NONE,18,25.64,HIGH,60.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001789,Agra Metro Rail Project Priority Section — Section II (Km 45.50 to 112.00),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Urban Water Infrastructure,Maharashtra,West,Metro Rail Infrastructure SPV,Strategic Interconnection,ON_TRACK,Execution,5354.8,5354.8,0.0,0.0,4867.18,93.86,90.89,-2.97,2022-07-01,2026-07-01,2026-07-01,48,48,0,0,10,8,0,0,0.0,NONE,NONE,0,0.0,LOW,0.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001790,Paradip-Hyderabad Petroleum Pipeline — Package 3 (Design & Build EPC),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Strategic Storage,Gujarat,West,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,COMPLETED,Commissioned,1810.8,1936.65,125.85,6.95,1918.09,100.0,99.04,-0.96,2022-02-01,2025-08-01,2025-12-01,42,46,4,1,10,10,8,0,0.8,NONE,NONE,4,6.95,LOW,23.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001791,Trans-Haryana Expressway — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Jharkhand,East,National Highways Authority of India (NHAI),Corridor Modernization,COMPLETED,Commissioned,1361.48,1673.94,312.46,22.95,1638.99,100.0,97.91,-2.09,2021-06-01,2025-03-01,2026-03-01,45,57,12,2,10,10,10,0,1.0,ENVIRONMENTAL_CLEARANCE,NONE,12,22.95,MODERATE,46.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001792,Varanasi-Ranchi-Kolkata Expressway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,970.88,1084.38,113.5,11.69,1071.54,100.0,98.82,-1.18,2020-05-01,2022-05-01,2022-10-01,24,29,5,1,10,10,8,0,0.8,NONE,NONE,5,11.69,LOW,27.9,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001793,Khavda Renewable Energy Park Grid Interconnection — Section II (Km 45.50 to 112.00),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Thermal Generation,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,DELAYED,Execution,3214.93,3936.36,721.43,22.44,3236.43,73.9,82.22,8.32,2023-02-01,2026-11-01,2027-12-01,45,58,13,2,10,7,8,0,0.8,LAND_ACQUISITION,FOREST_CLEARANCE,13,22.44,MODERATE,51.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001794,Varanasi-Ranchi-Kolkata Expressway — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Uttar Pradesh,North,National Highways Authority of India (NHAI),Corridor Modernization,CRITICAL,Execution,2504.65,3336.44,831.79,33.21,1189.24,38.14,35.64,-2.5,2023-02-01,2028-08-01,2031-02-01,66,96,30,4,10,3,4,0,0.4,LAND_ACQUISITION,DESIGN_CHANGE,30,33.21,CRITICAL,70.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001795,Bundelkhand Expressway Spur — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Karnataka,South,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,1503.11,1741.8,238.69,15.88,1721.58,100.0,98.84,-1.16,2020-05-01,2022-06-01,2023-02-01,25,33,8,1,10,10,9,0,0.9,NONE,NONE,8,15.88,LOW,34.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001796,Delhi-Mumbai Expressway — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,National Corridors,Bihar,East,National Highways Authority of India (NHAI),Greenfield Construction,CRITICAL,Execution,297.53,366.65,69.12,23.23,256.43,75.17,69.94,-5.23,2021-09-01,2026-12-01,2028-11-01,63,86,23,3,10,7,8,0,0.8,FOREST_CLEARANCE,CONTRACTOR,23,23.23,HIGH,59.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001797,Zojila Tunnel Approach Road — EPC Package II (Terminal & Marine Berths),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Maharashtra,West,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,688.06,753.01,64.95,9.44,737.95,95.23,98.0,2.77,2020-10-01,2026-03-01,2027-01-01,65,75,10,2,10,9,10,0,1.0,NONE,NONE,10,9.44,MODERATE,35.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001798,Delhi-Mumbai Expressway — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Rajasthan,North,National Highways Authority of India (NHAI),Greenfield Construction,CRITICAL,Execution,150.0,188.49,38.49,25.66,184.72,92.41,98.0,5.59,2019-08-01,2025-04-01,2027-06-01,68,94,26,4,10,8,9,0,0.9,ENVIRONMENTAL_CLEARANCE,NONE,26,25.66,CRITICAL,68.7,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001799,Subansiri Lower Hydroelectric Project — Contract Package 4B (Elevated Viaduct),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Green Transmission Grid,Uttar Pradesh,North,National Thermal & Hydro Power Corp (NTPC/NHPC),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,1154.16,1366.29,212.13,18.38,1352.62,100.0,99.0,-1.0,2019-02-01,2021-03-01,2021-09-01,25,31,6,1,10,10,9,0,0.9,UTILITY_SHIFTING,NONE,6,18.38,LOW,34.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001800,Paradip-Hyderabad Petroleum Pipeline — Section I (Km 0.00 to 45.50),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Strategic Storage,Assam,Northeast,Gas & Oil Infrastructure Authority (GAIL/IOCL),Corridor Modernization,DELAYED,Execution,270.44,320.99,50.55,18.69,266.96,80.62,83.17,2.55,2022-03-01,2026-10-01,2027-11-01,55,68,13,2,10,7,8,0,0.8,ENVIRONMENTAL_CLEARANCE,NONE,13,18.69,MODERATE,46.0,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001801,NH-44 North-South Corridor — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Karnataka,South,National Highways Authority of India (NHAI),Strategic Interconnection,COMPLETED,Commissioned,5811.86,7344.45,1532.59,26.37,7157.2,100.0,97.45,-2.55,2021-05-01,2024-01-01,2025-03-01,32,46,14,2,10,10,10,0,1.0,LAND_ACQUISITION,NONE,14,26.37,MODERATE,51.3,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001802,NH-44 North-South Corridor — Stage-I Commissioning Phase,Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Capacity Augmentation / 6-Laning,COMPLETED,Commissioned,748.67,948.64,199.97,26.71,946.31,100.0,99.75,-0.25,2021-09-01,2025-02-01,2026-03-01,41,54,13,2,10,10,9,0,0.9,LAND_ACQUISITION,NONE,13,26.71,MODERATE,49.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001803,Kudankulam Nuclear Power Plant Unit 3&4 — Civil Package 1 (Underground Tunnel),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Solar Parks,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Strategic Interconnection,CRITICAL,Execution,883.32,1100.53,217.21,24.59,725.23,54.3,65.9,11.6,2022-09-01,2027-09-01,2029-09-01,60,84,24,3,10,5,6,0,0.6,LAND_ACQUISITION,NONE,24,24.59,CRITICAL,67.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001804,NH-44 North-South Corridor — Reach 2 (Ch. 24+000 to 68+500),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Economic Arteries,Madhya Pradesh,Central,National Highways Authority of India (NHAI),Greenfield Construction,DELAYED,Execution,3991.4,4398.12,406.72,10.19,3755.08,82.76,85.38,2.62,2022-03-01,2027-04-01,2028-02-01,61,71,10,2,10,7,7,0,0.7,NONE,NONE,10,10.19,LOW,30.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001805,Subansiri Lower Hydroelectric Project — Section I (Km 0.00 to 45.50),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Solar Parks,Odisha,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Corridor Modernization,COMPLETED,Commissioned,1516.5,1617.5,101.0,6.66,1608.47,100.0,99.44,-0.56,2019-05-01,2021-12-01,2022-04-01,31,35,4,1,10,10,7,0,0.7,NONE,NONE,4,6.66,LOW,21.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001806,Purvanchal Expressway Link — Civil Package 1 (Underground Tunnel),Ministry of Road Transport & Highways,,Roads & Highways,Economic Arteries,Tamil Nadu,South,National Highways Authority of India (NHAI),Strategic Interconnection,DELAYED,Execution,888.28,1072.51,184.23,20.74,900.07,81.18,83.92,2.74,2021-05-01,2026-05-01,2027-10-01,60,77,17,3,10,7,8,0,0.8,FOREST_CLEARANCE,ENVIRONMENTAL_CLEARANCE,17,20.74,MODERATE,50.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001807,Ahmedabad-Dholera Expressway — Section I (Km 0.00 to 45.50),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Expressways,Tamil Nadu,South,National Highways Authority of India (NHAI),Rehabilitation & Upgradation,DELAYED,Execution,163.01,203.52,40.51,24.85,170.11,81.88,83.58,1.7,2022-04-01,2026-07-01,2027-12-01,51,68,17,3,10,7,8,0,0.8,LAND_ACQUISITION,NONE,17,24.85,MODERATE,51.6,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001808,Bhopal-Ramganjmandi Line — Contract Package 4B (Elevated Viaduct),Ministry of Railways,Project Development Directorate,Railways,Freight Corridors,Chhattisgarh,Central,Railway Infrastructure Board / DFCCIL,Corridor Modernization,COMPLETED,Commissioned,2556.07,2678.25,122.18,4.78,2663.63,100.0,99.45,-0.55,2019-07-01,2022-12-01,2023-06-01,41,47,6,1,10,10,9,0,0.9,NONE,NONE,6,4.78,LOW,26.8,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001809,Mumbai Metro Line 4 & 4A (Wadala-Kasarvadavali) — Civil Package 1 (Underground Tunnel),Ministry of Housing & Urban Affairs,Urban Mass Transit Cell,Urban Transit,Regional Transit,Uttar Pradesh,North,Metro Rail Infrastructure SPV,Strategic Interconnection,COMPLETED,Commissioned,316.98,359.99,43.01,13.57,349.95,100.0,97.21,-2.79,2020-04-01,2024-04-01,2025-02-01,48,58,10,2,10,10,9,0,0.9,CONTRACTOR,ENVIRONMENTAL_CLEARANCE,10,13.57,MODERATE,39.1,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001810,Visakh Refinery Modernization Project — Package 3 (Design & Build EPC),Ministry of Petroleum & Natural Gas,Pipeline & Downstream Directorate,Petroleum & Natural Gas,Refinery Modernization,Tamil Nadu,South,Gas & Oil Infrastructure Authority (GAIL/IOCL),Greenfield Construction,COMPLETED,Commissioned,880.14,887.71,7.57,0.86,877.78,100.0,98.88,-1.12,2019-02-01,2023-01-01,2023-02-01,47,48,1,1,10,10,1,0,0.1,NONE,NONE,1,0.86,LOW,5.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001811,Ratle Hydroelectric Power Project — Package 3 (Design & Build EPC),Ministry of Power,Thermal & Hydro Energy Bureau,Power,Solar Parks,West Bengal,East,National Thermal & Hydro Power Corp (NTPC/NHPC),Greenfield Construction,COMPLETED,Commissioned,369.02,426.99,57.97,15.71,417.48,100.0,97.77,-2.23,2020-05-01,2022-05-01,2022-11-01,24,30,6,1,10,10,8,0,0.8,PROCUREMENT,UTILITY_SHIFTING,6,15.71,LOW,30.5,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001812,Raipur-Visakhapatnam Corridor — Section II (Km 45.50 to 112.00),Ministry of Road Transport & Highways,Highways & Connectivity Wing,Roads & Highways,Bridges & Tunnels,Andhra Pradesh,South,National Highways Authority of India (NHAI),Greenfield Construction,COMPLETED,Commissioned,788.83,844.52,55.69,7.06,842.21,100.0,99.73,-0.27,2020-09-01,2023-06-01,2023-09-01,33,36,3,1,10,10,7,0,0.7,NONE,NONE,3,7.06,LOW,18.4,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
PRJ-SYN-001813,Pune-Nashik Semi High-Speed Rail — Civil Package 1 (Underground Tunnel),Ministry of Railways,Project Development Directorate,Railways,High Speed Rail,Jharkhand,East,Railway Infrastructure Board / DFCCIL,Rehabilitation & Upgradation,COMPLETED,Commissioned,439.36,489.1,49.74,11.32,476.16,100.0,97.35,-2.65,2021-04-01,2023-10-01,2024-02-01,30,34,4,1,10,10,7,0,0.7,DESIGN_CHANGE,LEGAL_DISPUTE,4,11.32,LOW,24.2,PAIMANA-Modeled Synthetic Baseline,SYNTHETIC
